0	0
4	0
8	0
12	0
16	1
20	155
24	295
28	442
32	554
36	676
40	774
44	871
48	949
52	1004
56	1067
60	1101
64	1129
68	1143
72	1137
76	1129
80	1097
84	1055
88	1009
92	942
96	865
100	771
104	665
108	562
112	419
116	283
120	139
124	0
128	0
132	0
136	0
140	0
144	0
148	0
152	0
156	0
160	0
164	0
168	0
172	0
176	0
180	0
184	0
188	0
192	0
196	0
200	0
204	0
208	0
212	0
216	0
220	0
